Files already downloaded and verified
Files already downloaded and verified
Files already downloaded and verified
Train Epoch: 16 [10240/50000 (20%)]	Train Loss: 2.009237	Val Loss: 2.036676	Val Acc: 42.265625
Train Epoch: 16 [15360/50000 (31%)]	Train Loss: 2.029931	Val Loss: 2.048598	Val Acc: 40.78125
Train Epoch: 16 [20480/50000 (41%)]	Train Loss: 2.006123	Val Loss: 2.057945	Val Acc: 39.7265625
Train Epoch: 16 [25600/50000 (51%)]	Train Loss: 2.023318	Val Loss: 2.048209	Val Acc: 40.703125
Train Epoch: 16 [30720/50000 (61%)]	Train Loss: 2.038501	Val Loss: 2.051177	Val Acc: 40.1171875
Train Epoch: 16 [35840/50000 (71%)]	Train Loss: 2.043971	Val Loss: 2.046853	Val Acc: 41.1328125
Train Epoch: 16 [40960/50000 (82%)]	Train Loss: 2.017234	Val Loss: 2.043415	Val Acc: 41.5234375
Train Epoch: 16 [46080/50000 (92%)]	Train Loss: 2.007658	Val Loss: 2.054874	Val Acc: 40.234375

test set: Average loss: 2.0590, Accuracy: 3949/10000 (39%)

Train Epoch: 17 [0/50000 (0%)]	Train Loss: 2.039743	Val Loss: 2.073395	Val Acc: 38.3203125
Train Epoch: 17 [5120/50000 (10%)]	Train Loss: 2.008073	Val Loss: 2.053148	Val Acc: 40.078125
Train Epoch: 17 [10240/50000 (20%)]	Train Loss: 2.026549	Val Loss: 2.056684	Val Acc: 39.8046875
Train Epoch: 17 [15360/50000 (31%)]	Train Loss: 2.013601	Val Loss: 2.051255	Val Acc: 40.1171875
Train Epoch: 17 [20480/50000 (41%)]	Train Loss: 1.989279	Val Loss: 2.042952	Val Acc: 41.5234375
Train Epoch: 17 [25600/50000 (51%)]	Train Loss: 1.990380	Val Loss: 2.057807	Val Acc: 39.765625
Train Epoch: 17 [30720/50000 (61%)]	Train Loss: 2.032611	Val Loss: 2.060290	Val Acc: 39.4921875
Train Epoch: 17 [35840/50000 (71%)]	Train Loss: 2.026920	Val Loss: 2.063153	Val Acc: 39.140625
Train Epoch: 17 [40960/50000 (82%)]	Train Loss: 2.011575	Val Loss: 2.058043	Val Acc: 40.078125
Train Epoch: 17 [46080/50000 (92%)]	Train Loss: 2.018475	Val Loss: 2.057003	Val Acc: 39.921875

test set: Average loss: 2.0527, Accuracy: 4022/10000 (40%)

Train Epoch: 18 [0/50000 (0%)]	Train Loss: 2.019603	Val Loss: 2.057117	Val Acc: 40.0
Train Epoch: 18 [5120/50000 (10%)]	Train Loss: 1.975765	Val Loss: 2.047580	Val Acc: 40.8203125
Train Epoch: 18 [10240/50000 (20%)]	Train Loss: 2.020799	Val Loss: 2.057713	Val Acc: 39.765625
Train Epoch: 18 [15360/50000 (31%)]	Train Loss: 1.989889	Val Loss: 2.056433	Val Acc: 40.1953125
Train Epoch: 18 [20480/50000 (41%)]	Train Loss: 1.986134	Val Loss: 2.049258	Val Acc: 40.5859375
Train Epoch: 18 [25600/50000 (51%)]	Train Loss: 2.009929	Val Loss: 2.066965	Val Acc: 38.7890625
Train Epoch: 18 [30720/50000 (61%)]	Train Loss: 2.040058	Val Loss: 2.043604	Val Acc: 40.78125
Train Epoch: 18 [35840/50000 (71%)]	Train Loss: 2.011636	Val Loss: 2.038234	Val Acc: 41.6015625
Train Epoch: 18 [40960/50000 (82%)]	Train Loss: 1.974860	Val Loss: 2.063269	Val Acc: 39.1015625
Train Epoch: 18 [46080/50000 (92%)]	Train Loss: 1.984390	Val Loss: 2.041799	Val Acc: 41.1328125

test set: Average loss: 2.0517, Accuracy: 4014/10000 (40%)

Train Epoch: 19 [0/50000 (0%)]	Train Loss: 2.018750	Val Loss: 2.047269	Val Acc: 40.703125
Train Epoch: 19 [5120/50000 (10%)]	Train Loss: 2.004534	Val Loss: 2.059508	Val Acc: 39.296875
Train Epoch: 19 [10240/50000 (20%)]	Train Loss: 2.028312	Val Loss: 2.049639	Val Acc: 40.3125
